sucursal,modelo,talla,fecha,hora,cantidad,precio_unitario,descuento_pct,metodo_pago,tipo_cliente,vendedor
Puebla_Tehuacan,Urbano,25,2021-11-22,11:48:43,1,1149,0,transferencia,nuevo,Fidel
EdoMex_Tepeyac,Vital,25,2022-04-27,12:38:28,2,994,20,efectivo,recurrente,Itzel
CDMX_San_Cosme,Flip,17,2023-03-24,01:52:00,1,766,10,tarjeta_debito,nuevo,Cristian
CDMX_5_de_Mayo,Vaivén,25,2023-01-27,08:48:20,5,1029,5,efectivo,vip,Elena
CDMX_Universidad,Vital,21,2024-03-20,20:54:44,3,703,30,efectivo,nuevo,Concepción
CDMX_Rep_del_Salvador,084 Diamante,28,2024-02-09,03:29:48,1,2143,0,tarjeta_debito,nuevo,Gerardo
CDMX_Zona_Rosa,SuperFaro,24,2026-04-01,05:59:59,1,2160,10,efectivo,recurrente,María del Carmen
EdoMex_Texcoco,Perestroika,27,2022-07-08,10:48:34,1,1343,15,tarjeta_debito,nuevo,Adriana
CDMX_La_Villa,Perestroika,22,2023-03-01,06:30:17,5,1256,15,tarjeta_debito,nuevo,Bernabé
EdoMex_Zumpango,Panam Alfa,19,2022-10-28,15:58:52,4,1678,10,mercado_pago,recurrente,Amalia
CDMX_Universidad,Gran Prix,26,2021-11-20,04:57:10,1,1142,0,efectivo,recurrente,Gerardo
Hidalgo_Tula,Vital,27,2023-09-05,17:45:22,2,828,5,efectivo,nuevo,Horacio
CDMX_Polanco,Caimán,22,2024-11-17,14:56:14,3,1563,15,mercado_pago,recurrente,Jonás
CDMX_Centro,Flip,23,2024-06-30,02:34:08,2,1108,0,tarjeta_credito,nuevo,María Luisa
Michoacan_Uruapan,Urbano,27,2022-10-02,10:32:07,2,1282,0,mercado_pago,recurrente,Emilia
Michoacan_Uruapan,Gran Prix,25,2023-06-03,18:14:43,1,1261,10,efectivo,nuevo,Nadia
CDMX_Insurgentes,RL15,15,2021-09-11,05:31:00,6,811,20,tarjeta_credito,nuevo,Gustavo
EdoMex_Nezahualcoyotl,Caimán,15,2022-03-14,08:55:47,1,1322,5,tarjeta_debito,nuevo,Salma
EdoMex_Nicolas_Romero,RL15,24,2024-07-19,09:09:03,1,1142,0,mercado_pago,nuevo,Jacobo
CDMX_Del_Valle,Urbano,25,2021-06-25,08:16:05,2,1383,0,efectivo,recurrente,Inés
EdoMex_Sendero_Ixtapaluca,Panam Alfa,27,2022-01-13,13:54:03,1,2088,0,efectivo,nuevo,Adalberto
EdoMex_Nicolas_Romero,Vital,24,2021-05-30,05:26:50,3,833,15,efectivo,vip,José Carlos
EdoMex_Plaza_Aragon,084 Campeón,23,2022-02-08,17:38:21,2,766,0,efectivo,vip,Tania
CDMX_San_Jacinto,084 Campeón,25,2023-10-06,07:20:40,3,792,5,mercado_pago,nuevo,Delia
CDMX_Metrobus_Chilpancingo,Panam Alfa,23,2025-05-25,16:50:57,4,1814,0,efectivo,vip,Gilberto
CDMX_Plaza_Ermita,Perestroika,24,2023-02-07,07:12:26,2,1279,0,efectivo,recurrente,Hugo
CDMX_20_de_Noviembre,Vaivén,22,2023-08-27,14:15:51,1,855,0,efectivo,recurrente,Liliana
CDMX_20_de_Noviembre,Caimán,17,2025-03-07,04:28:18,2,1665,15,tarjeta_credito,nuevo,Dalia
CDMX_Del_Valle,Vital,24,2023-05-21,02:50:23,3,1379,0,mercado_pago,nuevo,Jos
EdoMex_Plaza_Aragon,084 Campeón,19,2021-09-01,16:01:40,6,1090,15,efectivo,nuevo,Norma
Coahuila_Saltillo,084,27,2022-11-18,00:35:40,2,1071,15,tarjeta_debito,nuevo,Ivonne
CDMX_Polanco,084,23,2022-02-05,06:07:21,1,1387,30,efectivo,nuevo,Rosario
CDMX_Zona_Rosa,084 Clásico,25,2023-11-29,13:52:09,3,770,0,efectivo,nuevo,Andrea
EdoMex_Plaza_Aragon,RL15,24,2024-11-28,21:43:30,2,813,0,mercado_pago,nuevo,Abraham
EdoMex_Sendero_Toluca,084 Clásico,24,2026-02-03,12:41:19,3,1206,0,tarjeta_debito,recurrente,Modesto
EdoMex_Tepeyac,Vaivén,24,2022-12-25,00:06:06,2,958,0,tarjeta_debito,vip,Genaro
CDMX_5_de_Mayo,084,27,2025-11-10,01:17:27,5,870,0,tarjeta_debito,recurrente,Eugenio
CDMX_Satelite,Ultra,25,2024-06-05,04:06:14,1,1543,5,efectivo,recurrente,Margarita
CDMX_Satelite,Perestroika,25,2025-08-31,15:46:07,4,1440,20,efectivo,recurrente,Mario
Hidalgo_Pachuca,084,24,2025-04-19,01:14:28,6,719,0,efectivo,vip,Rosalia
CDMX_Metrobus_Durango,RL15,27,2023-02-13,08:29:48,4,1388,0,tarjeta_credito,nuevo,Rodolfo
EdoMex_Texcoco,Caimán,25,2021-10-19,15:54:00,4,1450,0,mercado_pago,recurrente,Julio
EdoMex_Toluca,Urbano,25,2022-04-22,20:45:03,6,973,0,mercado_pago,vip,Isaac
CDMX_La_Villa,084 Clásico,24,2025-05-20,17:34:19,1,1026,20,transferencia,nuevo,Itzel
EdoMex_Chimalhuacan,Panam Alfa,24,2022-11-06,14:26:38,1,1609,0,efectivo,nuevo,Jaime
CDMX_Del_Valle,Panam Alfa,22,2021-09-18,17:43:09,1,1742,0,transferencia,nuevo,Carlos
Hidalgo_Pachuca,084,25,2024-06-12,06:59:26,1,1049,30,efectivo,recurrente,Rufino
Puebla_Tehuacan,Perestroika,24,2023-02-17,22:55:54,5,1438,0,tarjeta_debito,nuevo,Elvia
Michoacan_Uruapan,Panam Alfa,21,2023-06-27,19:10:16,5,1583,0,efectivo,vip,Amalia
EdoMex_Toluca_Grand_Plaza,084,24,2025-03-15,15:55:24,2,938,0,efectivo,nuevo,Benjamín
EdoMex_Patio_Valle_De_Chalco,Flip,26,2022-03-28,04:59:17,1,897,15,transferencia,recurrente,Camilo
CDMX_20_de_Noviembre,SuperFaro,22,2025-12-02,07:18:02,2,1690,15,efectivo,recurrente,José
CDMX_La_Villa,084 Campeón,25,2022-09-10,19:31:18,1,1219,0,efectivo,vip,Andrés
EdoMex_Tepeyac,Ultra,16,2025-06-22,19:35:09,1,1655,30,mercado_pago,recurrente,Laura
CDMX_Del_Valle,084 Clásico,17,2022-05-03,09:13:37,3,1029,0,efectivo,recurrente,David
CDMX_San_Cosme,Barracuda,28,2023-05-08,20:00:49,1,1218,0,efectivo,nuevo,Esperanza
EdoMex_Nicolas_Romero,Gran Prix,26,2026-04-13,00:57:29,8,1243,0,tarjeta_credito,vip,Alejandra
CDMX_Mixcoac,Ultra,14,2024-11-29,18:37:59,2,1265,0,efectivo,recurrente,Leonardo
EdoMex_Sendero_Toluca,084 Campeón,29,2024-02-13,15:37:03,1,1140,0,tarjeta_credito,recurrente,Maximiliano
CDMX_Madero,Perestroika,15,2022-04-14,22:53:20,4,1190,5,tarjeta_debito,vip,Alejandra
CDMX_Insurgentes,Gran Prix,26,2023-04-15,11:26:55,1,1320,0,tarjeta_debito,recurrente,Federico
CDMX_Metrobus_Durango,Flip,25,2023-05-14,11:36:48,1,1191,5,tarjeta_debito,recurrente,Daniela
EdoMex_Tenayuca,Flip,23,2023-01-19,00:34:28,2,894,0,tarjeta_debito,nuevo,Blanca
Puebla_Centro,Gran Prix,26,2023-03-24,08:35:42,2,1172,5,mercado_pago,recurrente,Diego
CDMX_Regina,RL15,25,2025-05-10,02:21:57,4,1175,15,efectivo,recurrente,Natalia
Quintana_Roo_Playa_del_Carmen,RL15,25,2025-06-20,18:50:39,3,725,0,tarjeta_credito,nuevo,Carlos
EdoMex_Toluca_Grand_Plaza,Panam Alfa,25,2025-01-20,23:14:30,1,1514,10,tarjeta_credito,recurrente,Humberto
CDMX_Rep_del_Salvador,Vaivén,20,2023-03-10,09:13:46,2,888,0,efectivo,nuevo,Paulina
EdoMex_Sendero_Toluca,Panam Alfa,18,2025-03-21,09:21:55,2,1702,0,tarjeta_debito,nuevo,José Carlos
CDMX_Metrobus_Chilpancingo,Ultra,20,2024-08-23,04:13:40,4,1598,30,tarjeta_credito,nuevo,Bianca
EdoMex_Zumpango,Vaivén,24,2022-07-05,13:51:08,3,1381,0,efectivo,nuevo,Fabiola
CDMX_Zona_Rosa,Flip,25,2023-01-01,00:01:37,1,1322,0,efectivo,recurrente,Salma
CDMX_Rep_del_Salvador,SuperFaro,27,2024-05-25,21:12:32,2,1926,15,efectivo,nuevo,Reynaldo
CDMX_Universidad,Vaivén,27,2023-01-26,00:43:26,4,1018,30,efectivo,nuevo,Amalia
CDMX_Plaza_Ermita,Panam Alfa,26,2022-06-07,00:23:02,4,1849,5,transferencia,recurrente,Antonio
Puebla_Tehuacan,Gran Prix,24,2026-03-09,13:35:06,2,1184,0,efectivo,nuevo,Clemente
Puebla_Centro,Vital,19,2023-09-26,14:08:58,2,1034,0,mercado_pago,vip,Héctor
CDMX_Metrobus_Durango,SuperFaro,28,2022-04-17,23:41:39,1,2068,5,tarjeta_debito,nuevo,Gabriela
CDMX_Polanco,Urbano,27,2025-04-01,12:54:35,1,1029,30,mercado_pago,nuevo,Diana
CDMX_San_Cosme,Vital,27,2022-10-21,16:28:56,3,955,15,tarjeta_debito,recurrente,Ana Luisa
CDMX_Insurgentes,Flip,29,2023-03-21,20:15:24,3,797,10,tarjeta_credito,recurrente,Silvano
EdoMex_Patio_Valle_De_Chalco,084 Clásico,26,2022-09-06,21:45:23,4,1173,30,mercado_pago,vip,Sessa
EdoMex_Toluca_Grand_Plaza,Ultra,20,2022-10-17,18:05:41,3,1498,0,tarjeta_credito,nuevo,Mitzy
CDMX_Del_Valle,Panam Alfa,23,2026-01-19,03:14:04,2,1560,15,efectivo,recurrente,Maximiliano
CDMX_Huipulco,Flip,27,2022-01-31,10:46:49,4,1335,15,tarjeta_debito,recurrente,Dalia
CDMX_Satelite,Flip,25,2025-10-14,20:41:13,4,1021,30,transferencia,nuevo,Irene
CDMX_San_Cosme,Urbano,26,2023-03-11,05:55:02,1,1311,30,efectivo,recurrente,Nelly
CDMX_Zona_Rosa,Urbano,26,2025-05-17,20:41:06,1,1216,0,efectivo,nuevo,Francisca
Puebla_Centro,084,20,2023-09-22,03:16:35,2,909,0,efectivo,nuevo,Aldo
EdoMex_Chalco,Caimán,17,2024-12-27,21:00:34,2,1576,0,efectivo,nuevo,Oswaldo
EdoMex_Chimalhuacan,Vaivén,24,2023-06-16,18:26:19,1,1021,0,mercado_pago,recurrente,Aldonza
CDMX_Centro,Urbano,23,2025-01-15,22:43:05,3,1164,0,efectivo,nuevo,Mónica
CDMX_Zona_Rosa,084,17,2023-03-29,18:37:32,4,1034,20,tarjeta_debito,nuevo,Nelly
CDMX_Zona_Rosa,RL15,25,2022-08-13,14:46:22,3,1343,10,tarjeta_debito,nuevo,Minerva
CDMX_San_Cosme,Flip,25,2021-05-23,13:23:55,2,735,0,efectivo,recurrente,Delia
EdoMex_Plaza_Aragon,084 Campeón,27,2021-09-22,04:22:56,3,757,0,tarjeta_debito,vip,Aurelio
Nuevo_Leon_Monterrey,Panam Alfa,21,2025-05-09,01:11:26,2,2035,0,mercado_pago,nuevo,Juana
CDMX_La_Villa,Gran Prix,27,2021-08-20,05:43:01,3,1046,0,efectivo,recurrente,Dulce María
EdoMex_Sendero_Toluca,SuperFaro,23,2025-11-12,22:05:36,1,1563,20,efectivo,recurrente,Celia
CDMX_20_de_Noviembre,Panam Alfa,25,2025-06-04,19:41:56,1,1591,0,efectivo,nuevo,Federico
EdoMex_Americas_Ecatepec,Ultra,19,2025-03-13,11:15:37,5,1157,20,efectivo,recurrente,Isabela
EdoMex_Nezahualcoyotl,Vital,24,2023-05-25,00:37:26,1,743,0,tarjeta_credito,vip,Emilio
CDMX_Centro,Panam Alfa,24,2026-02-05,22:35:35,2,1830,10,tarjeta_credito,recurrente,Alberto
CDMX_Tacubaya,084,24,2024-10-22,02:25:42,4,996,15,efectivo,recurrente,Mariano
CDMX_Polanco,Caimán,25,2022-06-24,02:30:39,4,1141,0,tarjeta_debito,nuevo,Araceli
CDMX_Centro,SuperFaro,20,2023-11-12,18:31:11,4,1582,30,transferencia,recurrente,Octavio
CDMX_Plaza_Ermita,Vaivén,26,2022-02-13,16:04:10,5,855,20,efectivo,recurrente,Alejandro
EdoMex_Tenayuca,Barracuda,17,2025-06-06,09:59:47,1,1083,20,efectivo,recurrente,Wendolin
Michoacan_Uruapan,Ultra,25,2023-12-10,21:03:06,1,1434,0,efectivo,recurrente,Javier
Morelos_Cuernavaca,Perestroika,15,2025-04-03,17:23:50,4,1624,10,efectivo,nuevo,Micaela
CDMX_Tacubaya,RL15,27,2026-04-25,03:38:22,3,910,0,tarjeta_credito,recurrente,Alvaro
EdoMex_Tenayuca,Barracuda,24,2025-03-20,22:10:29,1,1390,0,transferencia,recurrente,Frida
CDMX_20_de_Noviembre,Gran Prix,27,2022-07-12,11:20:06,4,1363,0,tarjeta_debito,recurrente,Cristal
CDMX_Regina,Ultra,17,2022-12-03,09:20:25,1,1124,0,efectivo,recurrente,Beatriz
CDMX_Madero,Flip,19,2025-04-19,07:11:24,5,1097,5,tarjeta_debito,nuevo,Sandra
CDMX_Metrobus_Chilpancingo,Vaivén,26,2021-05-12,00:28:03,1,1191,20,tarjeta_debito,recurrente,Rosario
EdoMex_Nezahualcoyotl,Vital,20,2021-12-13,10:27:22,2,809,0,transferencia,recurrente,Carmen
CDMX_20_de_Noviembre,084,25,2024-03-07,02:04:03,2,700,0,efectivo,recurrente,Lucía
CDMX_Mixcoac,Vaivén,18,2021-08-17,10:07:58,3,1076,0,tarjeta_debito,vip,Silvano
Hidalgo_Tula,Gran Prix,18,2024-12-21,00:21:37,5,1127,0,efectivo,nuevo,Reynaldo
CDMX_Mixcoac,084 Diamante,23,2025-12-18,01:40:48,2,1769,15,mercado_pago,recurrente,Miriam
EdoMex_Chimalhuacan,Urbano,15,2023-02-10,08:44:38,3,1351,0,transferencia,vip,Emiliano
EdoMex_Tepeyac,Vaivén,15,2024-03-15,17:59:45,1,788,0,tarjeta_debito,recurrente,César
CDMX_Mixcoac,Ultra,19,2025-09-23,00:19:14,2,1676,15,efectivo,recurrente,Yuridia
CDMX_Polanco,Urbano,18,2024-06-11,15:53:14,2,1394,10,efectivo,recurrente,Camilo
EdoMex_Tenayuca,Perestroika,27,2022-04-17,13:03:08,1,1113,30,transferencia,recurrente,Carlota
EdoMex_Americas_Ecatepec,Ultra,22,2024-06-16,15:13:02,1,1590,0,transferencia,nuevo,Gabriela
CDMX_San_Cosme,Ultra,22,2021-09-11,18:35:54,3,1292,0,tarjeta_credito,recurrente,Aurora
EdoMex_Plaza_Aragon,084 Campeón,23,2024-06-19,06:00:42,3,1145,20,mercado_pago,recurrente,Jos
CDMX_Tacubaya,Vital,22,2026-02-06,21:13:23,4,748,0,efectivo,recurrente,Daniel
Nuevo_Leon_Monterrey,Perestroika,25,2026-02-12,23:56:58,5,1657,0,efectivo,vip,Lucas
CDMX_Metrobus_Durango,Panam Alfa,26,2022-07-11,19:04:17,3,2154,5,efectivo,recurrente,Amalia
Coahuila_Saltillo,Gran Prix,23,2023-05-19,04:31:52,1,1055,0,efectivo,recurrente,Margarita
CDMX_5_de_Mayo,SuperFaro,25,2022-04-25,14:15:39,2,1917,5,mercado_pago,nuevo,Susana
CDMX_Del_Valle,Ultra,26,2025-06-02,09:50:44,3,1440,5,tarjeta_debito,recurrente,Nadia
CDMX_Insurgentes,Vaivén,29,2023-02-18,14:09:33,3,1051,20,mercado_pago,vip,Mauricio
EdoMex_Chalco,Panam Alfa,24,2024-01-28,10:18:03,1,2053,0,transferencia,recurrente,Ángela
Chihuahua_Sendero,Urbano,22,2023-08-16,10:25:59,4,1105,0,transferencia,recurrente,Josefina
CDMX_Regina,084 Campeón,26,2024-12-11,18:40:05,5,1289,0,efectivo,recurrente,Rodolfo
CDMX_20_de_Noviembre,Vaivén,25,2021-10-23,23:37:07,4,1400,5,tarjeta_debito,nuevo,Cristian
EdoMex_Toluca,Gran Prix,25,2024-07-09,01:47:50,1,1104,20,tarjeta_credito,nuevo,Ana María
CDMX_Polanco,Gran Prix,22,2025-03-13,08:58:12,1,808,0,tarjeta_debito,recurrente,Indira
EdoMex_Sendero_Toluca,Urbano,23,2025-08-12,17:36:58,4,1216,0,tarjeta_debito,vip,Lorena
CDMX_Polanco,Barracuda,18,2022-05-24,00:39:56,3,1115,0,transferencia,recurrente,Gloria
EdoMex_Nezahualcoyotl,084 Diamante,23,2025-11-15,08:27:33,1,1695,0,efectivo,nuevo,Luisa
CDMX_Madero,Urbano,17,2023-11-01,19:35:48,3,1396,0,efectivo,recurrente,Esther
EdoMex_Sendero_Ixtapaluca,084 Diamante,25,2024-06-24,13:43:51,1,1866,10,efectivo,recurrente,Yolanda
CDMX_Polanco,Flip,26,2021-11-27,16:20:06,1,913,0,efectivo,recurrente,José María
CDMX_Insurgentes,SuperFaro,26,2025-03-30,08:21:22,1,2107,0,tarjeta_credito,vip,Eric
Coahuila_Saltillo,SuperFaro,26,2022-01-11,20:43:31,3,1531,0,tarjeta_credito,recurrente,Cecilia
CDMX_Mixcoac,RL15,29,2022-11-14,07:57:46,5,800,10,tarjeta_credito,recurrente,Samuel
EdoMex_Zumpango,Gran Prix,25,2022-01-01,20:23:39,4,1202,0,efectivo,vip,Flavio
CDMX_Satelite,084 Clásico,23,2022-10-01,16:38:47,1,1256,0,efectivo,recurrente,Rodolfo
EdoMex_Toluca_Grand_Plaza,084 Diamante,23,2022-04-20,19:56:41,1,1845,0,tarjeta_debito,recurrente,Ignacio
CDMX_Satelite,Flip,28,2025-07-27,19:44:23,1,1162,0,tarjeta_debito,nuevo,Israel
CDMX_20_de_Noviembre,Panam Alfa,23,2023-02-01,09:13:48,2,2191,0,mercado_pago,nuevo,Lilia
CDMX_San_Jacinto,Vaivén,26,2021-07-17,06:41:46,3,1278,10,transferencia,recurrente,Sergio
EdoMex_Plaza_Aragon,084 Campeón,17,2024-11-21,22:00:40,1,820,20,tarjeta_debito,vip,María
CDMX_Pino_Suarez,Barracuda,25,2022-06-21,23:27:39,1,740,0,tarjeta_debito,nuevo,Guadalupe
CDMX_Condesa,Panam Alfa,28,2024-04-18,22:37:51,3,1578,0,tarjeta_debito,nuevo,Dolores
CDMX_San_Cosme,RL15,27,2025-02-14,19:23:28,6,1369,0,tarjeta_credito,nuevo,Soledad
EdoMex_Tenayuca,Vaivén,19,2021-07-13,12:37:23,6,1399,30,transferencia,nuevo,Serafín
CDMX_Satelite,Perestroika,23,2022-12-16,04:10:17,4,1218,0,efectivo,nuevo,Cristian
CDMX_Del_Valle,084,22,2021-07-15,05:57:22,1,1075,10,efectivo,recurrente,Miguel
CDMX_Metrobus_Durango,Gran Prix,27,2025-10-08,04:29:54,1,808,10,tarjeta_debito,nuevo,Soledad
EdoMex_Texcoco,Caimán,18,2024-03-16,07:37:07,2,1189,0,transferencia,recurrente,Dalia
CDMX_Mixcoac,SuperFaro,25,2026-04-09,18:07:48,6,1749,0,efectivo,nuevo,Ana Luisa
CDMX_Centro,Vaivén,28,2024-02-15,13:57:23,2,1156,20,efectivo,nuevo,Indira
CDMX_Huipulco,084 Clásico,22,2025-11-09,22:50:46,4,1372,0,tarjeta_debito,nuevo,María Elena
EdoMex_Zumpango,084 Campeón,17,2025-02-19,03:30:12,1,850,0,efectivo,recurrente,Fabiola
CDMX_Regina,084,26,2023-12-08,12:48:34,4,1222,0,efectivo,recurrente,Mayte
CDMX_Insurgentes,084,26,2022-06-21,18:00:32,3,840,5,mercado_pago,recurrente,Vicente
CDMX_Regina,Urbano,15,2022-10-23,08:26:05,4,1186,15,tarjeta_debito,nuevo,Ramiro
CDMX_5_de_Mayo,RL15,25,2023-04-12,08:52:25,4,1342,20,transferencia,nuevo,Ilse
EdoMex_Sendero_Toluca,Panam Alfa,24,2024-07-06,05:49:59,6,1648,0,tarjeta_debito,vip,Samuel
CDMX_Rep_del_Salvador,084 Clásico,24,2021-10-01,19:08:33,3,952,10,transferencia,nuevo,Ignacio
CDMX_San_Cosme,Vital,24,2024-05-08,21:23:22,1,1116,0,tarjeta_credito,nuevo,Rufino
EdoMex_Sendero_Ixtapaluca,Flip,25,2025-03-24,07:07:59,4,728,0,tarjeta_credito,vip,Joaquín
CDMX_Pino_Suarez,RL15,25,2022-09-19,08:08:58,3,930,0,tarjeta_debito,vip,Magdalena
CDMX_Condesa,Caimán,24,2023-10-11,00:18:50,2,1261,0,tarjeta_debito,nuevo,José Emilio
EdoMex_Tenayuca,084 Clásico,25,2022-11-03,14:31:38,4,731,10,efectivo,nuevo,Virginia
CDMX_Mixcoac,Panam Alfa,26,2022-08-27,15:26:35,3,1540,5,efectivo,nuevo,Javier
CDMX_Pino_Suarez,Flip,25,2023-05-16,22:17:38,4,1248,30,efectivo,nuevo,Gabriel
CDMX_Insurgentes,SuperFaro,25,2021-09-12,15:15:41,3,1895,30,tarjeta_credito,vip,Abril
EdoMex_Patio_Valle_De_Chalco,Panam Alfa,23,2026-03-27,18:29:19,2,1593,15,mercado_pago,recurrente,Gilberto
CDMX_Universidad,084 Clásico,17,2025-02-05,13:49:36,2,974,0,transferencia,recurrente,Ramiro
CDMX_Del_Valle,Vital,24,2024-06-29,07:32:23,1,1031,0,tarjeta_debito,nuevo,José Luis
EdoMex_Sendero_Ixtapaluca,Barracuda,17,2023-02-04,04:16:45,1,1043,20,tarjeta_credito,nuevo,Marisol
Hidalgo_Tula,Caimán,25,2021-08-23,13:23:33,9,1292,30,transferencia,nuevo,Violeta
CDMX_Polanco,Barracuda,20,2024-01-17,11:49:36,1,1070,20,tarjeta_debito,nuevo,Ana María
CDMX_Huipulco,Perestroika,22,2022-08-10,10:18:25,6,1277,0,tarjeta_credito,recurrente,Berta
CDMX_Satelite,Vital,15,2025-03-01,00:05:01,2,1348,5,efectivo,recurrente,Margarita
EdoMex_Sendero_Toluca,SuperFaro,25,2022-09-24,22:56:36,1,1901,15,tarjeta_credito,vip,Luz
CDMX_5_de_Mayo,Perestroika,25,2023-11-30,16:42:47,1,1249,0,tarjeta_debito,nuevo,Germán
EdoMex_Chalco,RL15,25,2021-07-24,05:20:42,4,1102,0,efectivo,recurrente,Cristal
CDMX_Universidad,Ultra,26,2025-08-06,10:00:39,6,1565,20,tarjeta_debito,nuevo,Humberto
Morelos_Cuernavaca,Caimán,15,2025-03-30,20:46:46,2,1152,10,tarjeta_debito,recurrente,Adela
EdoMex_Americas_Ecatepec,084 Diamante,24,2022-09-04,14:57:44,2,1896,5,efectivo,nuevo,Abraham
Michoacan_Uruapan,Gran Prix,23,2025-12-29,14:21:11,5,755,0,transferencia,nuevo,Judith
CDMX_Regina,Ultra,20,2024-03-02,00:51:43,1,1198,10,efectivo,recurrente,Sonia
Quintana_Roo_Playa_del_Carmen,084 Campeón,18,2023-11-12,01:06:16,2,1045,30,tarjeta_credito,nuevo,Guadalupe
CDMX_La_Villa,Vital,19,2023-10-25,05:52:03,4,1333,30,tarjeta_debito,nuevo,Minerva
CDMX_Centro,Gran Prix,25,2022-08-07,18:07:32,1,855,0,tarjeta_debito,nuevo,Martha
EdoMex_Toluca,Vital,16,2025-02-09,08:33:53,3,1092,0,tarjeta_debito,nuevo,Amelia
CDMX_Satelite,Vaivén,19,2022-04-21,17:38:47,1,1328,0,transferencia,nuevo,Hermelinda
CDMX_20_de_Noviembre,Vital,25,2021-09-09,07:26:12,3,926,0,tarjeta_debito,nuevo,Homero
CDMX_Metrobus_Durango,Vaivén,25,2026-01-13,13:20:30,3,986,0,efectivo,recurrente,Gabriel
EdoMex_Tenayuca,Caimán,25,2023-12-20,23:03:40,1,1495,15,efectivo,nuevo,Alvaro
CDMX_La_Villa,084 Clásico,25,2024-10-06,14:29:04,2,1154,15,efectivo,recurrente,Rebeca
EdoMex_Chalco,RL15,17,2023-03-23,10:22:37,1,978,0,transferencia,recurrente,Estefanía
EdoMex_Zumpango,Flip,26,2024-05-22,03:58:53,1,1211,20,tarjeta_debito,recurrente,Esteban
CDMX_Huipulco,Urbano,25,2024-02-15,18:26:05,1,779,30,transferencia,recurrente,César
CDMX_Metrobus_Chilpancingo,Vaivén,25,2023-01-04,02:12:23,2,912,0,efectivo,nuevo,Nancy
CDMX_Metrobus_Durango,Vital,23,2025-10-29,08:32:21,3,936,10,tarjeta_debito,recurrente,Martín
CDMX_Universidad,084,24,2023-09-18,06:32:19,4,1276,0,tarjeta_debito,nuevo,Julio César
CDMX_Universidad,084,26,2021-07-16,20:08:09,6,1053,5,efectivo,recurrente,Emilio
Puebla_Centro,Perestroika,23,2025-12-05,13:43:02,5,1191,10,efectivo,nuevo,Estefanía
EdoMex_Sendero_Toluca,Gran Prix,25,2022-02-03,06:05:00,1,966,15,efectivo,nuevo,Karla
CDMX_Condesa,Urbano,27,2024-09-14,05:08:35,3,1090,5,efectivo,nuevo,Julio
EdoMex_Chimalhuacan,Vaivén,15,2025-07-09,14:32:06,3,1266,0,efectivo,recurrente,Abril
CDMX_Tacubaya,Ultra,25,2025-09-13,03:09:17,2,1400,0,transferencia,nuevo,César
Chihuahua_Sendero,Vaivén,20,2024-06-02,13:44:06,4,1019,0,tarjeta_debito,nuevo,Clara
EdoMex_Toluca_Grand_Plaza,084 Clásico,28,2022-08-10,10:26:08,4,1286,0,efectivo,recurrente,Elena
CDMX_Metrobus_Chilpancingo,Caimán,24,2024-06-29,04:23:41,2,1341,0,transferencia,nuevo,Carmen
CDMX_Pino_Suarez,084 Clásico,18,2024-07-09,03:05:33,7,803,0,transferencia,nuevo,Alberto
CDMX_Universidad,084 Diamante,27,2023-10-09,03:51:24,1,2066,5,tarjeta_credito,nuevo,Ana María
CDMX_La_Villa,Vaivén,19,2024-05-03,09:43:01,1,708,5,transferencia,recurrente,Víctor
EdoMex_Chimalhuacan,084,23,2025-02-20,03:20:40,3,758,10,efectivo,nuevo,Marisol
CDMX_Pino_Suarez,Panam Alfa,23,2022-02-03,22:36:52,3,1747,30,transferencia,recurrente,Marcos
EdoMex_Nicolas_Romero,Ultra,24,2025-02-15,22:15:27,1,1565,0,tarjeta_credito,recurrente,Débora
CDMX_Regina,Vaivén,26,2025-02-10,14:18:14,3,743,0,mercado_pago,nuevo,Samuel
CDMX_Metrobus_Chilpancingo,Barracuda,24,2022-09-28,15:52:48,1,1201,10,tarjeta_debito,recurrente,Dulce María
CDMX_La_Villa,Perestroika,25,2024-11-14,15:18:51,2,1632,5,tarjeta_credito,recurrente,Homero
CDMX_Condesa,RL15,25,2026-05-06,02:06:21,1,1236,10,efectivo,recurrente,Ofelia
CDMX_Huipulco,Panam Alfa,26,2022-01-30,05:13:34,1,1711,0,tarjeta_debito,nuevo,Hugo
Hidalgo_Tula,Barracuda,16,2023-02-12,08:16:09,1,1122,10,efectivo,nuevo,Uriel
Nuevo_Leon_Monterrey,Flip,25,2025-05-21,08:30:24,2,716,0,efectivo,recurrente,Linda
Puebla_Tehuacan,Panam Alfa,25,2024-03-14,21:16:20,3,2104,0,tarjeta_debito,nuevo,Cristobal
EdoMex_Atlacomulco,Vital,15,2024-07-18,06:24:31,10,932,15,efectivo,nuevo,Ernesto
CDMX_Metrobus_Durango,Perestroika,24,2021-05-28,08:19:31,1,1309,15,efectivo,vip,Cynthia
CDMX_Zona_Rosa,Vital,24,2023-09-03,23:39:49,1,1355,0,efectivo,nuevo,Débora
CDMX_5_de_Mayo,Perestroika,26,2022-11-02,03:45:18,4,1543,0,tarjeta_debito,nuevo,María Teresa
Puebla_Centro,SuperFaro,21,2025-04-12,12:56:56,3,1990,0,efectivo,nuevo,Mayte
CDMX_Plaza_Ermita,Vaivén,18,2022-07-07,04:48:25,6,803,0,tarjeta_credito,recurrente,Leonel
