usuario,usuario_seguidores,modelo,color,calificacion,comentario,fuente,likes,verificado,respondido_marca,fecha,intencion_plantilla,sentimiento_calculado,score_sentimiento,n_palabras_positivas,n_palabras_negativas,n_emojis_positivos,n_emojis_negativos,tiene_caps,n_exclamaciones,amplificador,es_influencer,urgencia,acierto
silvia64,84,084 Clásico,verde,5,"Buenos los 084 Clásico, me gustaron 👍 cumplen lo prometido",instagram,13,False,False,2025-03-25 15:40:05,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
leonardo67,138,084,gris,4,Por fin unos tenis que duran! Los 084 ya tienen 8 meses y siguen como nuevos 💪,tiktok,24,True,False,2022-04-02 16:09:56,positivo,positivo,0.55,0,0,1,0,False,1,1.1,False,False,True
carlavazquez,237,084 Campeón,rosa,1,"Los 084 Campeón son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",tiktok,149,False,False,2024-05-25 13:27:22,negativo,negativo,-1.0,0,3,0,1,True,0,1.4,False,True,True
silvano06,1062,084,rosa,1,PÉSIMOS los 084 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,google_reviews,144,True,False,2023-09-06 02:15:44,negativo,negativo,-1.0,0,2,0,3,True,0,1.4,False,True,True
vallesbruno,96,Urbano,verde,4,Quedé enamoradísima de mis Urbano ✨ buenísima calidad y precio 👌🥰,twitter,9,False,False,2025-07-27 14:11:32,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
maximiliano95,207,084 Clásico,rojo,3,Cómodos los 084 Clásico pero el color destiñe en 2 lavadas 😕 mitad y mitad,twitter,46,False,False,2023-03-17 17:40:59,mixto,neutro,-0.139,1,1,0,1,False,0,1.0,False,False,True
reinahenriquez,397,084 Clásico,rojo,2,"Mala compra los 084 Clásico, no son lo que esperaba ☹️ poco durables",facebook,9,True,True,2022-07-05 06:31:13,negativo,negativo,-0.167,1,1,0,1,False,0,1.0,False,False,True
arenaswilfrido,41,084 Campeón,negro,4,Quedé enamoradísima de mis 084 Campeón ✨ buenísima calidad y precio 👌🥰,tiktok,2,True,False,2025-02-03 21:40:52,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
venegasasuncion,1600,RL15,rosa,3,Buena calidad los RL15 pero la entrega tardó 3 semanas 😑 ojo con eso,twitter,131,True,True,2022-06-18 14:17:45,mixto,neutro,0.146,2,1,0,1,False,0,1.0,False,False,True
luceroaldonza,2542,084 Campeón,rosa,2,Me gustaron los 084 Campeón aunque son un poco apretados al principio 😬 ya cedieron,google_reviews,59,True,True,2024-11-17 05:40:39,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
leonelcenteno,47,Gran Prix,negro,5,"Buenos los Gran Prix, me gustaron 👍 cumplen lo prometido",google_reviews,12,True,True,2025-12-07 04:40:43,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
lucia84,3278,Vaivén,negro,5,MARAVILLOSOS los Vaivén 😍 como caminar en nubes ☁️☁️ los amo,tiktok,4,True,True,2022-09-29 12:50:34,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
hilda45,5387,084 Clásico,verde,3,"Los 084 Clásico están ok, nada del otro mundo 🤷",google_reviews,2,True,False,2022-04-29 03:11:50,neutro,neutro,0.0,0,0,0,0,False,0,1.0,True,False,True
jbenitez,262,Perestroika,negro,3,"Regulares los Perestroika, esperaba un poquito más pero también un poquito menos",facebook,15,True,False,2023-04-07 06:34:19,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
xvaldes,289,084,gris,2,Pésima atención y los 084 llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,twitter,26,False,False,2022-02-10 20:59:29,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,False,True
qalcaraz,138,084 Clásico,blanco,5,"Decentes los 084 Clásico, no son los mejores pero cumplen 🙂",amazon,4,False,True,2025-11-28 09:15:10,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
renteriabarbara,5372,Vital,verde,5,"Yo súper feliz con mis Vital 🥹 mejor inversión del mes, los recomiendo muchísimo",tiktok,3,False,False,2023-07-29 19:41:34,positivo,positivo,0.8,4,0,1,0,False,0,1.0,True,False,True
gnieto,23245,Panam Alfa,rojo,2,"Los Panam Alfa cumplen, los uso para diario nomás",instagram,26,False,False,2023-05-02 18:32:46,neutro,positivo,0.833,1,0,0,0,False,0,1.0,True,False,False
nalvarado,51,Vital,gris,4,BUENÍSIMOS los Vital!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,tiktok,41,False,False,2026-02-13 13:05:23,positivo,positivo,1.0,3,0,4,0,True,2,1.4,False,False,True
paulina31,483,RL15,rosa,3,"AMO mis RL15 💖 ya pedí otro par en otro color, hermosos",google_reviews,95,True,True,2025-04-17 17:49:03,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
susana61,1362,Ultra,gris,3,"Normales los Ultra, ni bien ni mal 🤷‍♂️",instagram,27,False,False,2022-07-14 14:03:04,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
archuletauriel,2355,Vital,verde,1,Muy decepcionada con mis Vital 💔 esperaba muchísimo más por el precio que pagué 🙄,facebook,8,False,False,2025-07-14 20:16:31,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,False,True
calderonmodesto,543,RL15,verde,4,"Los RL15 cumplen, los uso para diario nomás",facebook,0,False,False,2025-12-01 09:54:05,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
carolinarendon,1657,084 Campeón,gris,2,"Regulares los 084 Campeón, esperaba un poquito más pero también un poquito menos",amazon,2,True,False,2024-07-02 00:08:42,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
vvillagomez,28,Gran Prix,gris,3,"Normales los Gran Prix, ni bien ni mal 🤷‍♂️",instagram,10,True,False,2022-08-29 09:35:01,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
fcamacho,217,084 Clásico,rosa,4,Increíbles!! Los 084 Clásico se ven y se sienten premium 🔝🔥 vale cada peso,facebook,49,True,True,2024-10-25 06:50:50,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
antonio53,162,Urbano,rosa,4,"Yo súper feliz con mis Urbano 🥹 mejor inversión del mes, los recomiendo muchísimo",instagram,38,True,False,2025-02-11 20:33:37,positivo,positivo,0.8,4,0,1,0,False,0,1.0,False,False,True
xgracia,244,084,rojo,3,Pésima atención y los 084 llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,tiktok,164,False,False,2022-03-10 23:56:20,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,True,True
maria-cristina50,3480,Urbano,negro,4,Increíbles!! Los Urbano se ven y se sienten premium 🔝🔥 vale cada peso,tiktok,134,False,False,2024-09-24 06:57:53,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
juan17,60,Perestroika,negro,5,"10/10 los Perestroika ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,17,True,False,2022-02-15 03:11:13,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
socorrozambrano,218,084,blanco,2,Terrible experiencia con los 084 💔 mala calidad y peor servicio al cliente 😡,google_reviews,43,True,False,2021-07-11 16:02:55,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,False,True
merinoomar,48,Urbano,azul,3,Mis Urbano son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,instagram,70,False,False,2022-06-01 13:05:11,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
dariourrutia,315,084,blanco,4,"10/10 los 084 ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",twitter,19,False,False,2023-02-08 22:17:40,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
miguel-angelmendez,48,Barracuda,gris,5,"Cumple lo prometido, los Barracuda están bien para el uso diario 👍🏼",facebook,15,True,True,2022-08-07 17:57:29,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
lebronhumberto,6388,084 Diamante,beige,3,Bonitos los 084 Diamante pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,amazon,30,True,True,2022-06-14 04:26:14,mixto,positivo,0.278,2,1,0,0,False,0,1.0,True,False,True
jos10,19,Flip,verde,5,"Los mejores tenis que he tenido!! Los Flip son cómodos, bonitos y baratos 👌🔥",google_reviews,4,True,False,2022-06-19 19:28:57,positivo,positivo,0.9,3,0,2,0,False,2,1.2,False,False,True
muniznicolas,611,Urbano,rojo,2,"Mala compra los Urbano, no son lo que esperaba ☹️ poco durables",amazon,15,True,False,2024-02-06 05:40:18,negativo,negativo,-0.167,1,1,0,1,False,0,1.0,False,False,True
delgadoraul,544,084 Campeón,azul,3,Buena calidad los 084 Campeón pero la entrega tardó 3 semanas 😑 ojo con eso,tiktok,27,False,False,2021-10-16 02:40:32,mixto,neutro,0.146,2,1,0,1,False,0,1.0,False,False,True
doloressotelo,121,084 Diamante,negro,1,Terrible experiencia con los 084 Diamante 💔 mala calidad y peor servicio al cliente 😡,google_reviews,16,True,False,2022-04-24 09:49:39,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,False,True
rolonestela,91,084 Diamante,rojo,2,Buena calidad los 084 Diamante pero la entrega tardó 3 semanas 😑 ojo con eso,instagram,11,True,False,2024-06-04 03:06:14,mixto,neutro,0.146,2,1,0,1,False,0,1.0,False,False,True
razojosefina,300,Urbano,rosa,5,"Buenos los Urbano, me gustaron 👍 cumplen lo prometido",google_reviews,22,True,False,2023-03-25 15:28:05,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
soliztomas,294,Panam Alfa,beige,3,"Los Panam Alfa están ok, nada del otro mundo 🤷",google_reviews,22,True,False,2025-03-29 09:38:49,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
ballesteroshermelinda,370,Barracuda,rojo,2,"Regulares los Barracuda, esperaba un poquito más pero también un poquito menos",tiktok,14,True,False,2024-10-05 02:16:28,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
fcardenas,219,084,blanco,5,BUENÍSIMOS los 084!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,twitter,79,True,False,2025-02-12 09:55:33,positivo,positivo,1.0,3,0,4,0,True,2,1.4,False,False,True
blancoadriana,612,084 Campeón,verde,5,Excelentísimos los 084 Campeón ✨ los uso para correr y son perfectos 🏃‍♂️💨,google_reviews,6,False,False,2022-08-10 04:05:36,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
castroroberto,136,084 Diamante,azul,2,NO LOS COMPREN!! Mis 084 Diamante se despegaron en una semana 😤 estafa total,google_reviews,3,True,False,2026-04-28 23:28:33,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,False,True
carla98,8,084 Clásico,blanco,1,"Esperaba más de los 084 Clásico, la suela es muy delgada 😕 regulares",tiktok,79,True,False,2023-11-08 12:41:28,negativo,negativo,-0.625,0,1,0,1,False,0,1.0,False,True,True
msantiago,60,Panam Alfa,verde,5,Mejor compra del año!! Los Panam Alfa son una BELLEZA 🔥🔥🔥 #PanamForever,google_reviews,45,True,False,2025-01-01 21:30:29,positivo,positivo,1.0,1,0,3,0,True,2,1.4,False,False,True
carrerotrinidad,1,Vital,negro,5,Quedé enamoradísima de mis Vital ✨ buenísima calidad y precio 👌🥰,google_reviews,98,True,False,2026-01-13 06:03:20,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
eloisarazo,21,084,rosa,2,"Esperaba más de los 084, la suela es muy delgada 😕 regulares",instagram,13,True,False,2023-04-16 05:14:14,negativo,negativo,-0.625,0,1,0,1,False,0,1.0,False,False,True
dmojica,134,084 Campeón,gris,3,Cómodos los 084 Campeón pero el color destiñe en 2 lavadas 😕 mitad y mitad,amazon,34,True,False,2024-09-26 02:59:55,mixto,neutro,-0.139,1,1,0,1,False,0,1.0,False,False,True
ucadena,95,Vital,negro,1,Me quedaron grandes los Vital y la talla era la correcta 😒 mala medición,facebook,19,True,False,2024-12-22 05:21:08,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,False,True
violeta45,156,084,rojo,1,"Esperaba más de los 084, la suela es muy delgada 😕 regulares",amazon,21,True,False,2022-08-23 13:06:15,negativo,negativo,-0.625,0,1,0,1,False,0,1.0,False,False,True
fbarrera,20,084,rosa,4,"Yo súper feliz con mis 084 🥹 mejor inversión del mes, los recomiendo muchísimo",twitter,41,True,True,2022-01-26 12:44:58,positivo,positivo,0.8,4,0,1,0,False,0,1.0,False,False,True
preciadoevelio,84,Flip,beige,1,Horrible calidad los Flip 😠 ni para regalar #malacompra #panam,facebook,11,True,True,2024-07-07 02:05:05,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
maria-teresabalderas,2437,084,rosa,5,"AMO mis 084 💖 ya pedí otro par en otro color, hermosos",facebook,1,True,False,2026-05-02 09:31:37,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
yeni16,943,084,verde,4,Me gustaron los 084 aunque son un poco apretados al principio 😬 ya cedieron,amazon,38,True,False,2024-05-08 21:42:18,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
savalos,889,RL15,beige,1,Terrible experiencia con los RL15 💔 mala calidad y peor servicio al cliente 😡,twitter,20,True,True,2024-01-02 01:24:00,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,False,True
fernando98,528,084,beige,4,"Los 084 cumplen, los uso para diario nomás",tiktok,33,True,True,2023-02-26 06:28:35,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
ursularosario,9419,Gran Prix,beige,2,NO LOS COMPREN!! Mis Gran Prix se despegaron en una semana 😤 estafa total,amazon,37,False,False,2023-04-03 00:25:49,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,True,False,True
montezmaria-teresa,37,084,blanco,1,PÉSIMOS los 084 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,twitter,3,False,False,2024-06-21 06:51:35,negativo,negativo,-1.0,0,2,0,3,True,0,1.4,False,False,True
leivaminerva,78,084 Campeón,negro,5,"Yo súper feliz con mis 084 Campeón 🥹 mejor inversión del mes, los recomiendo muchísimo",google_reviews,186,True,False,2023-04-08 23:09:56,positivo,positivo,0.8,4,0,1,0,False,0,1.0,False,False,True
xvalentin,346,084 Campeón,blanco,5,"AMO mis 084 Campeón 💖 ya pedí otro par en otro color, hermosos",facebook,77,False,False,2026-01-30 01:02:48,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
jaramilloandres,4698,Panam Alfa,blanco,1,"Esperaba más de los Panam Alfa, la suela es muy delgada 😕 regulares",instagram,12,True,False,2022-11-17 20:19:08,negativo,negativo,-0.625,0,1,0,1,False,0,1.0,False,False,True
wilfrido55,355,SuperFaro,verde,2,Cómodos los SuperFaro pero el color destiñe en 2 lavadas 😕 mitad y mitad,tiktok,52,True,False,2021-05-25 06:48:07,mixto,neutro,-0.139,1,1,0,1,False,0,1.0,False,False,True
hugovalles,88,Vital,negro,4,BUENÍSIMOS los Vital!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,amazon,101,True,False,2024-10-02 12:10:06,positivo,positivo,1.0,3,0,4,0,True,2,1.4,False,False,True
colladosandra,5,Barracuda,rojo,2,Terrible experiencia con los Barracuda 💔 mala calidad y peor servicio al cliente 😡,google_reviews,27,True,False,2021-08-09 13:28:49,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,False,True
tamezmarcos,232,084 Diamante,rojo,5,"Los mejores tenis que he tenido!! Los 084 Diamante son cómodos, bonitos y baratos 👌🔥",google_reviews,28,False,False,2024-07-18 02:36:33,positivo,positivo,0.9,3,0,2,0,False,2,1.2,False,False,True
vrendon,1204,Panam Alfa,beige,2,Pésima atención y los Panam Alfa llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,twitter,103,True,True,2022-09-07 08:48:27,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,True,True
zacarias59,547,084 Diamante,blanco,4,"Compré los 084 Diamante, son tenis. Punto.",google_reviews,36,True,False,2022-01-25 06:22:38,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
cortesjacobo,6,Urbano,negro,5,"Decentes los Urbano, no son los mejores pero cumplen 🙂",twitter,49,False,False,2021-10-07 22:04:53,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
juradoesparta,398,084 Campeón,azul,2,"Incomodísimos los 084 Campeón, me lastimaron los pies después de 1 hr 😣",google_reviews,9,True,False,2024-12-13 16:21:15,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,False,True
czepeda,249,SuperFaro,rosa,4,"Cumple lo prometido, los SuperFaro están bien para el uso diario 👍🏼",amazon,9,True,False,2024-11-13 03:17:58,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
marcos81,440,Panam Alfa,azul,3,"Los Panam Alfa están ok, nada del otro mundo 🤷",twitter,8,True,False,2024-04-12 17:28:29,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
scarranza,70,084 Diamante,rosa,1,Horrible calidad los 084 Diamante 😠 ni para regalar #malacompra #panam,google_reviews,44,False,False,2025-06-26 05:29:21,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
bernabe36,11,084 Diamante,rojo,5,BUENÍSIMOS los 084 Diamante!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,google_reviews,74,True,False,2021-10-23 12:21:37,positivo,positivo,1.0,3,0,4,0,True,2,1.4,False,False,True
florestomas,1512,SuperFaro,rosa,5,"Me gustaron los SuperFaro, cómodos y bonitos para diario 🙂",tiktok,30,True,False,2023-02-21 14:16:06,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
pedrolongoria,173,084,verde,5,Bonitos los 084 👌 buen precio para la calidad,amazon,20,False,False,2024-02-19 18:05:51,positivo,positivo,0.722,2,0,1,0,False,0,1.0,False,False,True
aguilaritzel,11,084 Diamante,beige,3,"Compré los 084 Diamante, son tenis. Punto.",tiktok,4,True,False,2025-01-03 07:29:12,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
gregorioolivares,73,Ultra,gris,2,NO LOS COMPREN!! Mis Ultra se despegaron en una semana 😤 estafa total,amazon,1,False,False,2025-11-15 23:44:22,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,False,True
jaquelinevaldivia,73,Urbano,gris,1,Pésima atención y los Urbano llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,google_reviews,32,False,False,2024-05-10 16:08:23,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,False,True
osoriobenito,1165,Flip,verde,4,"Los Flip cumplen, los uso para diario nomás",tiktok,3,True,False,2025-01-20 14:24:44,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
ricoelias,239,084 Clásico,verde,5,Quedé enamoradísima de mis 084 Clásico ✨ buenísima calidad y precio 👌🥰,amazon,2,True,False,2024-01-03 23:00:49,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
zvela,642,Perestroika,gris,3,Horrible calidad los Perestroika 😠 ni para regalar #malacompra #panam,amazon,19,True,True,2024-11-24 01:02:25,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
gabino60,126,084,azul,1,Me quedaron grandes los 084 y la talla era la correcta 😒 mala medición,amazon,8,False,False,2024-02-09 07:59:32,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,False,True
rebecarincon,927,SuperFaro,negro,3,Me gustaron los SuperFaro aunque son un poco apretados al principio 😬 ya cedieron,twitter,30,False,True,2024-06-03 13:12:49,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
quesadafidel,296,Panam Alfa,rojo,1,"Incomodísimos los Panam Alfa, me lastimaron los pies después de 1 hr 😣",google_reviews,54,False,True,2023-06-01 06:30:45,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,True,True
zvillalpando,1361,084,beige,5,"Decentes los 084, no son los mejores pero cumplen 🙂",tiktok,11,False,False,2025-10-20 05:00:02,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
ortizwilfrido,18,SuperFaro,negro,3,NO LOS COMPREN!! Mis SuperFaro se despegaron en una semana 😤 estafa total,instagram,4,False,False,2024-03-26 03:28:00,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,False,True
alta-graciade-la-garza,101,084 Diamante,negro,3,Me quedaron grandes los 084 Diamante y la talla era la correcta 😒 mala medición,tiktok,58,True,False,2021-12-29 14:46:49,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,True,True
tamezkarina,229,Perestroika,rosa,2,"Los Perestroika están ok, nada del otro mundo 🤷",tiktok,17,False,False,2022-12-29 18:01:45,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
anel23,221,Urbano,negro,4,"AMO mis Urbano 💖 ya pedí otro par en otro color, hermosos",google_reviews,1,True,False,2022-03-21 17:10:57,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
porfiriofajardo,1213,Vital,gris,3,Cómodos los Vital pero el color destiñe en 2 lavadas 😕 mitad y mitad,amazon,56,True,False,2022-10-27 08:32:46,mixto,neutro,-0.139,1,1,0,1,False,0,1.0,False,False,True
trinidadbenitez,3892,Urbano,beige,4,Compré los Urbano para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,instagram,5,True,False,2022-11-07 16:29:37,positivo,positivo,1.0,3,0,1,0,True,0,1.2,False,False,True
wrivera,14,SuperFaro,gris,2,"Los SuperFaro no me convencieron, son muy regulares para el precio 🤷‍♀️",instagram,2,False,False,2026-02-20 18:41:07,negativo,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,True
pvallejo,282,084 Diamante,azul,3,Buena calidad los 084 Diamante pero la entrega tardó 3 semanas 😑 ojo con eso,amazon,41,False,False,2024-02-04 11:40:27,mixto,neutro,0.146,2,1,0,1,False,0,1.0,False,False,True
israel71,345,RL15,verde,1,Decepción total los RL15 😞 se ven baratos y se rompen aún más rápido 👎,amazon,25,True,False,2025-05-02 04:48:42,negativo,negativo,-0.312,1,1,0,2,False,0,1.0,False,False,True
ymadrigal,490,Vital,verde,5,"Buenos los Vital, me gustaron 👍 cumplen lo prometido",instagram,79,True,False,2023-09-06 16:40:27,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
morajudith,603,Gran Prix,verde,5,Mis Gran Prix son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,amazon,6,True,False,2021-12-22 19:34:40,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
francisca70,16,084,azul,1,Pésima atención y los 084 llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,instagram,25,True,True,2021-10-30 01:33:04,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,False,True
salvador11,8,084 Diamante,gris,2,"Los 084 Diamante no me convencieron, son muy regulares para el precio 🤷‍♀️",amazon,29,False,False,2025-08-28 17:14:18,negativo,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,True
lrios,3960,084 Diamante,azul,4,"Cumple lo prometido, los 084 Diamante están bien para el uso diario 👍🏼",tiktok,48,True,False,2026-01-22 12:20:43,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
rasconmicaela,1118,084 Diamante,verde,5,"Cumple lo prometido, los 084 Diamante están bien para el uso diario 👍🏼",google_reviews,99,False,False,2022-12-12 03:40:24,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
pamela78,9,Panam Alfa,azul,2,"Incomodísimos los Panam Alfa, me lastimaron los pies después de 1 hr 😣",amazon,43,False,False,2022-08-18 00:32:17,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,False,True
rayafelix,5,Urbano,beige,1,Muy decepcionada con mis Urbano 💔 esperaba muchísimo más por el precio que pagué 🙄,twitter,72,True,False,2024-04-07 08:05:52,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,True,True
santanasoledad,677,Ultra,azul,3,"Los Ultra están ok, nada del otro mundo 🤷",tiktok,4,True,False,2022-10-24 10:26:47,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
gutierrezemilia,260,084,blanco,2,Excelente diseño los 084 pero algo caros para la calidad real 💸,amazon,136,True,True,2025-01-30 13:11:06,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
asuncionnieves,5,084,beige,5,"Me gustaron los 084, cómodos y bonitos para diario 🙂",facebook,16,True,False,2023-10-02 05:35:44,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
xparedes,121,Flip,negro,5,"Muy cómodos los Flip, me los recomendó mi hermana ✌️ buena compra",amazon,38,False,False,2024-03-22 14:00:16,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
mesacristobal,20,Urbano,gris,5,"10/10 los Urbano ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,26,True,True,2024-02-24 15:02:46,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
valdezcarmen,974,084 Campeón,verde,5,MARAVILLOSOS los 084 Campeón 😍 como caminar en nubes ☁️☁️ los amo,google_reviews,57,False,False,2023-10-06 03:03:20,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
ursula92,44,Vaivén,beige,4,Quedé enamoradísima de mis Vaivén ✨ buenísima calidad y precio 👌🥰,facebook,41,True,True,2024-03-07 00:47:48,positivo,positivo,0.733,2,0,3,0,False,0,1.0,False,False,True
verduzcovictoria,281,Perestroika,rosa,5,"Decentes los Perestroika, no son los mejores pero cumplen 🙂",facebook,33,True,False,2022-07-19 17:11:08,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
wilfrido62,190,Vaivén,rosa,3,"Los Vaivén cumplen, los uso para diario nomás",amazon,45,False,True,2022-01-24 12:37:44,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
marisela65,62,Gran Prix,verde,1,"Mala compra los Gran Prix, no son lo que esperaba ☹️ poco durables",google_reviews,107,True,True,2022-06-07 08:30:53,negativo,negativo,-0.167,1,1,0,1,False,0,1.0,False,True,True
pinajulia,8,084 Campeón,negro,5,Excelentísimos los 084 Campeón ✨ los uso para correr y son perfectos 🏃‍♂️💨,twitter,91,True,False,2024-06-03 11:22:47,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
naranjowilfrido,4910,084 Diamante,rosa,2,"Los 084 Diamante cumplen, los uso para diario nomás",tiktok,4,True,True,2022-11-17 08:53:55,neutro,positivo,0.833,1,0,0,0,False,0,1.0,False,False,False
anaruelas,82,084 Clásico,blanco,1,Horrible calidad los 084 Clásico 😠 ni para regalar #malacompra #panam,amazon,55,True,False,2022-12-23 20:28:09,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,True,True
hernancorrea,1799,Urbano,azul,4,Me encantaron mis Urbano 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,instagram,30,True,False,2022-01-01 01:22:02,positivo,positivo,0.98,3,0,2,0,False,2,1.2,False,False,True
felipe88,527,084 Campeón,negro,1,"Los 084 Campeón no me convencieron, son muy regulares para el precio 🤷‍♀️",instagram,12,True,False,2025-10-28 04:33:56,negativo,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,True
miramontesrebeca,339,084,negro,4,"Súper recomendados los 084, no me los quería quitar 😂❤️",twitter,51,True,False,2022-06-17 11:14:46,positivo,positivo,0.729,2,0,2,0,False,0,1.0,False,False,True
